,number_of_rooms,floor,area,latitude,longitude,price
1455,4,3,135.0,38.5739136,68.7854047,2150000
1456,2,3,52.0,38.5425835,68.81521423589763,450000
1457,2,10,111.0,38.52225355,68.74991793788521,570000
1458,3,17,118.0,,,610000
1459,2,13,65.0,38.5615057,68.739065,385000
1460,1,12,61.0,,,348000
1461,3,12,106.0,,,604000
1462,1,14,60.0,,,342000
1463,1,13,57.0,38.58096865,68.79602632635067,325000
1464,2,10,96.0,,,635000
1465,3,1,80.0,38.52225355,68.74991793788521,820000
1466,2,7,78.0,,,461000
1467,2,9,53.0,38.5296206,68.74739629999999,385000
1468,4,4,60.0,,,265000
1469,1,10,50.0,,,384000
1470,3,2,110.0,38.4881522,68.7153354,1140000
1471,3,5,50.0,,,810000
1472,2,3,93.0,38.5507163,68.8305472,795000
1473,2,9,58.0,,,289000
1474,2,9,46.0,,,230000
1475,4,5,100.0,38.585271649999996,68.7282739598053,570000
1476,4,6,156.0,38.5425835,68.81521423589763,1140000
1477,3,4,63.0,38.5575994,68.76368975457416,490000
1478,3,12,80.0,38.52225355,68.74991793788521,718000
1479,2,2,45.0,38.5615057,68.739065,397000
1480,3,2,75.0,38.54670385,68.74736905,624000
1481,3,9,78.0,38.5615057,68.739065,390000
1482,3,5,50.0,,,590000
1483,3,2,45.0,38.57144665,68.75630004640139,400000
1484,2,6,56.0,38.5615057,68.739065,310000
1485,2,5,69.0,38.5615057,68.739065,420000
1486,1,16,61.0,38.5615057,68.739065,243000
1487,2,2,55.0,38.5615057,68.739065,300000
1488,2,9,50.0,,,370000
1489,2,3,42.0,38.5615057,68.739065,320000
1490,1,2,36.0,38.5305762,68.7763022,300000
1491,1,8,48.0,38.5615057,68.739065,218800
1492,1,7,49.0,38.5615057,68.739065,223440
1493,2,7,71.0,38.5615057,68.739065,323760
1494,2,6,93.0,38.5615057,68.739065,424000
1495,6,10,210.0,,,1486800
1496,3,4,55.0,38.5615057,68.739065,420000
1497,1,5,47.0,38.5615057,68.739065,241100
1498,6,12,190.0,,,1413600
1499,6,14,170.0,,,1224000
1500,6,4,150.0,,,1260000
1501,1,5,44.0,38.5615057,68.739065,223740
1502,1,4,29.0,38.5845918,68.7871317,360000
1503,3,11,100.0,,,513000
1504,3,12,80.0,,,695500
1505,2,10,44.0,,,513000
1506,2,11,86.0,,,598560
1507,1,4,47.0,38.5615057,68.739065,241110
1508,2,13,76.0,,,556320
1509,2,15,66.0,,,467280
1510,5,5,56.0,38.5655987,68.8064792,463680
1511,6,9,228.0,,,1641600
1512,1,10,47.0,38.5644634,68.7598051,241000
1513,6,11,208.0,,,1572480
1514,1,3,50.0,38.554049899999995,68.78854784999999,230000
1515,2,10,51.0,,,592800
1516,3,19,143.0,,,684684
1517,6,13,188.0,,,1376160
1518,1,4,44.0,38.5615057,68.739065,223740
1519,2,10,80.0,38.5635832,68.7537962,360000
1520,2,5,74.0,38.554049899999995,68.78854784999999,270000
1521,1,10,47.0,,,535000
1522,2,15,98.0,38.5737759,68.8016005,614500
1523,5,11,141.0,,,981360
1524,3,13,91.0,,,912000
1525,4,15,218.0,38.5737759,68.8016005,1880000
1526,2,8,74.0,,,807000
1527,5,13,131.0,,,958920
1528,3,9,140.0,,,1117000
1529,3,7,97.0,38.5208346,68.74790775,1100000
1530,2,8,73.0,38.5575994,68.76368975457416,350000
1531,1,17,64.0,38.5683072,68.7866566,308000
1532,5,15,121.0,,,856680
1533,3,12,80.0,38.5615057,68.739065,582000
1534,1,8,47.0,38.5736713,68.7948765,322000
1535,2,16,86.0,,,461000
1536,2,7,62.0,,,690000
1537,5,5,111.0,38.5655987,68.8064792,919080
1538,5,3,97.0,,,638400
1539,2,14,75.0,,,513000
1540,2,16,103.0,,,645810
1541,2,6,70.0,,,660000
1542,1,10,71.0,,,809400
1543,2,2,70.0,38.5849938,68.7245146,433200
1544,3,10,130.0,,,920400
1545,3,5,129.0,38.562076,68.7984058,1710000
1546,2,7,65.0,38.52225355,68.74991793788521,624800
1547,3,1,68.0,38.52225355,68.74991793788521,550000
1548,1,14,59.0,,,320000
1549,1,3,47.0,38.5615057,68.739065,241110
1550,2,6,68.0,,,627000
1551,3,9,100.0,38.5605563,68.7480733,850000
1552,3,10,65.0,,,775200
1553,3,12,110.0,,,818400
1554,3,4,90.0,38.54670385,68.74736905,798000
1555,3,12,66.0,,,862500
1556,3,7,80.0,38.5305762,68.7763022,496000
1557,3,14,90.0,,,648000
1558,2,11,46.0,38.5077678,68.7681578,433000
1559,2,6,59.0,38.5849938,68.7245146,409000
1560,2,10,61.0,38.5853222,68.71890381645422,494000
1561,3,12,90.0,,,534000
1562,3,4,70.0,,,588000
1563,1,3,49.0,38.5615057,68.739065,251370
1564,3,5,72.0,38.5849938,68.7245146,569999
1565,2,20,127.0,,,1026000
1566,4,2,120.0,,,1368000
1567,2,3,93.0,38.5615057,68.739065,477000
1568,2,7,58.0,,,466320
1569,2,2,61.0,38.54383815,68.7246305,567500
1570,6,5,172.0,38.5655987,68.8064792,1424160
1571,2,3,40.0,38.5615057,68.739065,290000
1572,1,2,36.0,38.5615057,68.739065,184700
1573,2,3,70.0,38.5615057,68.739065,470000
1574,3,10,50.0,,,500000
1575,1,2,47.0,38.5615057,68.739065,241110
1576,5,7,113.0,,,908520
1577,3,2,76.0,38.5701725,68.79908553033094,576840
1578,1,2,44.0,,,225700
1579,3,12,80.0,38.5615057,68.739065,598000
1580,3,6,74.0,,,603840
1581,6,6,134.0,,,1093440
1582,2,3,56.0,38.5615057,68.739065,287280
1583,1,7,37.0,38.5112209,68.73803768568288,168720
1584,4,5,92.0,38.5655987,68.8064792,761760
1585,1,3,36.0,38.5112209,68.73803768568288,183800
1586,1,2,41.0,38.5615057,68.739065,210330
1587,1,7,43.0,,,345720
1588,1,11,48.0,38.5112209,68.73803768568288,190680
1589,1,9,49.0,38.5112209,68.73803768568288,222460
1590,1,7,47.0,38.5112209,68.73803768568288,214320
1591,1,6,49.0,38.5615057,68.739065,251370
1592,3,3,56.0,,,548000
1593,1,8,48.0,38.5112209,68.73803768568288,216960
1594,1,3,49.0,,,251370
1595,6,5,152.0,38.5655987,68.8064792,1258560
1596,2,14,52.0,38.5112209,68.73803768568288,209475
1597,2,8,73.0,38.574059,68.74034,1007000
1598,2,23,70.0,,,1132000
1599,1,11,44.0,38.5112209,68.73803768568288,174020
1600,1,3,66.0,,,531000
1601,4,5,115.0,,,798000
1602,1,8,46.0,,,337200
1603,1,11,37.0,38.5112209,68.73803768568288,147630
1604,1,13,48.0,38.5112209,68.73803768568288,184800
1605,2,7,61.0,38.5859732,68.79927069760828,483000
1606,1,5,47.0,38.5112209,68.73803768568288,241110
1607,1,7,41.0,38.5112209,68.73803768568288,186960
1608,2,10,93.0,38.562076,68.7984058,529000
1609,2,6,57.0,,,465120
1610,1,3,36.0,38.5112209,68.73803768568288,183060
1611,2,10,96.0,38.5834656,68.7891768,763000
1612,3,3,47.0,38.5112209,68.73803768568288,241110
1613,1,7,36.0,38.5112209,68.73803768568288,162720
1614,2,7,86.0,,,485000
1615,1,2,44.0,38.5112209,68.73803768568288,225720
1616,1,10,41.0,38.5112209,68.73803768568288,186140
1617,1,12,91.0,38.4881522,68.7153354,446000
1618,1,3,41.0,38.5112209,68.73803768568288,209407
1619,6,4,170.0,,,1428000
1620,1,12,41.0,38.5112209,68.73803768568288,162872
1621,2,11,77.0,,,740000
1622,1,12,33.0,38.5112209,68.73803768568288,131092
1623,1,10,47.0,38.5112209,68.73803768568288,213380
1624,2,2,81.0,38.5615057,68.739065,415530
1625,1,4,43.0,38.5112209,68.73803768568288,220500
1626,1,7,44.0,,,200000
1627,1,11,44.0,38.5112209,68.73803768568288,175560
1628,5,6,112.0,,,913920
1629,1,2,49.0,38.5615057,68.739065,251370
1630,1,13,33.0,38.5112209,68.73803768568288,131670
1631,1,9,33.0,38.5112209,68.73803768568288,150480
1632,1,11,41.0,38.5112209,68.73803768568288,163590
1633,3,5,72.0,38.5655987,68.8064792,596160
1634,2,2,93.0,38.5615057,68.739065,477000
1635,1,9,41.0,38.5112209,68.73803768568288,186532
1636,2,14,53.0,38.4881522,68.7153354,460000
1637,2,5,50.0,,,700000
1638,2,2,71.0,38.5615057,68.739065,364230
1639,6,5,132.0,38.5655987,68.8064792,1092960
1640,2,4,76.0,38.52225355,68.74991793788521,650000
1641,4,4,90.0,,,756000
1642,1,6,42.0,,,342720
1643,3,14,112.0,38.5305762,68.7763022,660000
1644,6,10,190.0,,,1345200
1645,1,4,59.0,38.5615057,68.739065,247000
1646,6,12,170.0,,,1264800
1647,6,4,130.0,,,1092000
1648,2,12,72.0,38.52225355,68.74991793788521,499000
1649,6,14,150.0,,,1080000
1650,1,13,48.0,38.5305762,68.7763022,255000
1651,4,7,90.0,38.5215622,68.74921245,570000
1652,4,9,148.0,,,1065600
1653,4,11,128.0,,,967680
1654,4,7,130.0,38.5305762,68.7763022,950000
1655,4,13,108.0,,,790560
1656,1,11,71.0,,,494160
1657,4,4,64.0,38.529454,68.7586895,600000
1658,1,13,61.0,,,446520
1659,1,5,41.0,38.5655987,68.8064792,339480
1660,1,15,51.0,,,361080
1661,6,9,208.0,,,1497600
1662,6,11,188.0,,,1421280
1663,6,13,168.0,,,1229760
1664,3,4,50.0,,,320000
1665,4,9,70.0,38.5305762,68.7763022,520000
1666,5,3,90.0,38.5208346,68.74790775,640000
1667,1,2,33.0,38.5305762,68.7763022,160000
1668,3,5,68.0,38.5849938,68.7245146,445000
1669,1,3,42.0,38.5849938,68.7245146,302000
1670,2,4,55.0,,,462000
1671,4,5,80.0,38.5853222,68.71890381645422,445000
1672,1,8,44.0,38.5792007,68.8003466,348480
1673,2,12,67.0,,,490000
1674,2,10,85.0,,,601800
1675,2,12,75.0,,,558000
1676,2,14,65.0,,,468000
1677,6,8,226.0,38.5507163,68.8305472,1654320
1678,3,4,50.0,38.5615057,68.739065,365000
1679,6,10,206.0,,,1582080
1680,6,12,186.0,,,1383840
1681,1,10,67.0,38.5507163,68.8305472,305000
1682,5,10,140.0,,,991200
1683,5,12,130.0,,,967200
1684,2,10,66.0,38.5615057,68.739065,570000
1685,5,4,110.0,,,924000
1686,5,14,120.0,,,864000
1687,4,7,90.0,,,592000
1688,2,2,70.0,,,433000
1689,1,8,66.0,38.5962604,68.7519009,451400
1690,3,9,128.0,,,921600
1691,2,9,60.0,38.5615057,68.739065,390000
1692,2,12,103.0,38.5707484,68.7886955,707610
1693,3,5,90.0,,,820000
1694,3,8,54.0,,,479000
1695,4,11,180.0,,,2537000
1696,3,4,70.0,38.5305762,68.7763022,650000
1697,2,15,95.0,38.5631138,68.7919442,499000
1698,2,7,88.0,38.5707484,68.7886955,559000
1699,2,6,77.0,,,614460
1700,1,1,30.0,,,340000
1701,2,7,50.0,,,650000
1702,2,5,50.0,,,375000
1703,2,2,40.0,38.5871679,68.7869964,340000
1704,1,2,32.0,38.5507163,68.8305472,195000
1705,3,2,60.0,38.5853222,68.71890381645422,500000
1706,2,12,63.0,38.5507163,68.8305472,430000
1707,3,2,80.0,38.5305762,68.7763022,340000
1708,2,4,48.0,38.5305762,68.7763022,340000
1709,2,2,60.0,,,650000
1710,2,0,50.0,38.5305762,68.7763022,130000
1711,4,5,136.0,38.5853222,68.71890381645422,1100000
1712,1,3,34.0,38.5575994,68.76368975457416,308000
1713,6,2,155.0,38.52225355,68.74991793788521,1500000
1714,1,1,35.0,38.5507163,68.8305472,480000
1715,3,11,80.0,38.5234594,68.74951586109968,779000
1716,2,17,62.0,38.5575994,68.76368975457416,400000
1717,2,11,80.0,38.562076,68.7984058,912000
1718,3,2,70.0,38.5425835,68.81521423589763,600000
1719,2,5,60.0,38.526600200000004,68.74827971106365,490000
1720,2,8,50.0,38.5602287,68.8263841,456000
1721,3,10,90.0,38.585271649999996,68.7282739598053,410000
1722,2,1,55.0,38.55014405,68.76102166353772,376000
1723,2,14,98.0,38.584950250000006,68.76348722496377,741000
1724,1,3,37.0,38.5305762,68.7763022,330000
1725,1,5,53.0,38.5305762,68.7763022,249000
1726,1,5,48.0,38.5305762,68.7763022,228000
1727,2,14,50.0,,,431000
1728,3,7,102.0,38.5615057,68.739065,655000
1729,1,1,76.0,38.5507163,68.8305472,380000
1730,2,14,53.0,38.4881522,68.7153354,470000
1731,1,4,40.0,38.5305762,68.7763022,350000
1732,4,5,110.0,38.5425835,68.81521423589763,681000
1733,3,1,70.0,38.5234594,68.74951586109968,600000
1734,2,5,75.0,38.5834656,68.7891768,998000
1735,3,1,70.0,,,560000
1736,1,9,43.0,38.5853222,68.71890381645422,270000
1737,3,4,60.0,38.5305762,68.7763022,450000
1738,1,5,50.0,38.5776615,68.7225776,295000
1739,2,2,43.0,38.5425835,68.81521423589763,460000
1740,2,1,46.0,38.5425835,68.81521423589763,350000
1741,2,6,64.0,,,235000
1742,2,4,50.0,38.5389415,68.76361308837454,440000
1743,2,2,38.0,38.5635832,68.7537962,400000
1744,1,3,54.0,38.5853222,68.71890381645422,365000
1745,3,2,118.0,,,769500
1746,3,4,43.0,38.5270614,68.76813175000001,340000
1747,1,12,85.0,,,485000
1748,3,10,100.0,38.5234594,68.74951586109968,945000
1749,2,6,80.0,38.5858337,68.793715,736450
1750,2,7,85.0,38.5686582,68.7850622,800000
1751,4,1,60.0,,,450000
1752,2,7,70.0,38.52225355,68.74991793788521,620000
1753,3,5,110.0,38.56567,68.811802,700000
1754,1,1,30.0,,,175000
1755,2,6,64.0,38.5858337,68.793715,700000
1756,4,4,71.0,38.5425835,68.81521423589763,470000
1757,2,6,51.0,38.5100357,68.7339248,320000
1758,2,6,66.0,38.5615057,68.739065,530000
1759,4,16,121.0,38.5305762,68.7763022,580000
1760,1,14,33.0,38.5615057,68.739065,139194
1761,1,11,43.0,38.5615057,68.739065,171570
1762,1,5,36.0,38.5112209,68.73803768568288,184680
1763,1,4,36.0,38.5112209,68.73803768568288,184680
1764,2,6,50.0,38.5615057,68.739065,330000
1765,3,2,80.0,38.5858337,68.793715,190000
1766,1,4,45.0,38.5615057,68.739065,396000
1767,4,4,72.0,38.5589161,68.7695765,588770
1768,3,2,114.0,38.5305762,68.7763022,715050
1769,3,6,74.0,38.5707484,68.7886955,960000
1770,3,3,72.0,38.54670385,68.74736905,930000
1771,3,9,84.0,38.57144665,68.75630004640139,620000
1772,3,5,75.0,,,460000
1773,1,3,30.0,38.5621345,68.75583104243432,250000
1774,1,5,40.0,38.5615057,68.739065,283000
1775,3,1,70.0,,,620000
1776,1,1,31.0,38.5615057,68.739065,230000
1777,1,1,55.0,38.5208346,68.74790775,456000
1778,1,12,60.0,38.585271649999996,68.7282739598053,240000
1779,1,4,27.0,38.5305762,68.7763022,235000
1780,3,4,110.0,38.52171765,68.74869761629216,946000
1781,3,13,94.0,38.5507163,68.8305472,500000
1782,1,8,46.0,38.5871679,68.7869964,370000
1783,3,1,71.0,38.5305762,68.7763022,300000
1784,2,12,61.0,38.5305762,68.7763022,329000
1785,3,5,60.0,,,587000
1786,1,11,50.0,,,350000
1787,2,1,50.0,,,390000
1788,1,11,55.0,38.5615057,68.739065,165000
1789,1,16,55.0,38.5507163,68.8305472,316000
1790,3,7,70.0,38.5215622,68.74921245,690000
1791,3,12,50.0,,,715000
1792,1,3,34.0,38.5507163,68.8305472,300000
1793,2,6,50.0,,,270000
1794,3,11,108.0,,,816480
1795,3,13,88.0,,,644160
1796,6,9,188.0,,,1353600
1797,6,11,168.0,,,1270080
1798,2,6,47.0,38.5615057,68.739065,400000
1799,2,9,85.0,,,600000
1800,6,13,148.0,,,1083360
1801,4,8,146.0,38.5507163,68.8305472,1068720
1802,2,14,88.0,38.5707484,68.7886955,597000
1803,4,14,126.0,38.569251,68.79195,967680
1804,2,1,44.0,38.5776615,68.7225776,433000
1805,5,3,100.0,38.5234594,68.74951586109968,672600
1806,4,12,106.0,,,788640
1807,2,5,42.0,38.5635832,68.7537962,421800
1808,1,4,50.0,,,336000
1809,1,11,68.0,38.5871679,68.7869964,347000
1810,1,10,70.0,,,495600
1811,1,12,60.0,,,446400
1812,3,5,50.0,,,450000
1813,1,14,50.0,,,360000
1814,1,12,48.0,38.5834656,68.7891768,285000
1815,6,8,206.0,38.5507163,68.8305472,1507920
1816,6,10,186.0,38.569251,68.79195,1428480
1817,6,12,166.0,,,1235040
1818,2,9,84.0,,,604800
1819,2,11,74.0,,,559440
1820,2,2,40.0,38.54557415,68.82363701984585,360000
1821,2,13,64.0,,,468480
1822,6,7,224.0,,,1666560
1823,4,7,90.0,,,591760
1824,6,11,184.0,,,1391040
1825,5,9,139.0,,,1000800
1826,5,11,129.0,,,975240
1827,5,13,119.0,,,871080
1828,3,8,126.0,38.5507163,68.8305472,922320
1829,3,8,106.0,,,814080
1830,1,8,42.0,38.5305762,68.7763022,310000
1831,3,12,86.0,,,639840
1832,6,12,146.0,,,1086240
1833,6,7,186.0,38.5507163,68.8305472,1361520
1834,3,13,130.0,38.4881522,68.7153354,850000
1835,3,6,50.0,,,1420000
1836,6,10,166.0,,,1274880
1837,3,5,57.0,38.5507163,68.8305472,460000
1838,3,3,127.0,38.5853222,68.71890381645422,850000
1839,4,11,104.0,,,786240
1840,4,7,144.0,,,1071360
1841,4,9,124.0,,,967200
1842,1,13,49.0,,,358680
1843,3,13,90.0,,,379000
1844,1,9,69.0,,,496800
1845,1,11,59.0,,,446040
1846,4,4,95.0,38.54670385,68.74736905,775000
1847,6,11,164.0,,,1239840
1848,2,2,55.0,38.52225355,68.74991793788521,420000
1849,6,7,204.0,,,1517760
1850,6,7,184.0,,,1435200
1851,2,8,83.0,38.5507163,68.8305472,607560
1852,2,10,73.0,38.569251,68.79195,560640
1853,4,7,160.0,38.5208346,68.74790775,1800000
1854,1,16,44.0,38.5615057,68.739065,140000
1855,2,12,63.0,,,468720
1856,6,10,182.0,,,1397760
1857,4,2,50.0,,,700000
1858,6,6,222.0,,,1678320
1859,2,11,62.0,38.5737759,68.8016005,255000
1860,6,8,202.0,,,1599840
1861,5,12,118.0,,,877920
1862,2,7,46.0,38.58569185,68.72512473468157,300000
1863,5,8,138.0,,,1010160
1864,5,10,128.0,,,983040
1865,4,3,68.0,38.5823233,68.74831405,627000
1866,3,11,84.0,,,635040
1867,3,7,124.0,,,922560
1868,2,8,72.0,38.5615057,68.739065,810000
1869,3,9,104.0,,,811200
1870,6,9,184.0,,,1368960
1871,3,6,132.0,38.5507163,68.8305472,1050600
1872,6,9,164.0,,,1279200
1873,6,11,144.0,,,1088640
1874,4,8,122.0,,,966240
1875,4,6,142.0,,,1073520
1876,4,10,102.0,,,783360
1877,1,8,68.0,,,497760
1878,1,10,58.0,,,445440
1879,6,6,202.0,,,1527120
1880,1,11,32.0,38.52874565,68.7448214,169000
1881,6,9,182.0,,,1441440
1882,6,10,162.0,,,1244160
1883,2,7,82.0,,,610080
1884,2,9,72.0,,,561600
1885,5,3,83.0,38.5234594,68.74951586109968,965000
1886,2,11,62.0,,,468720
1887,6,7,220.0,,,1689600
1888,6,7,200.0,,,1608000
1889,6,9,180.0,,,1404000
1890,5,7,137.0,,,1019280
1891,5,9,127.0,,,990600
1892,3,11,83.0,38.54557415,68.82363701984585,595000
1893,5,11,117.0,,,884520
1894,2,6,58.0,38.5853222,68.71890381645422,460000
1895,3,6,122.0,,,922320
1896,3,8,102.0,,,807840
1897,3,10,82.0,,,629760
1898,6,6,182.0,,,1375920
1899,6,8,162.0,,,1283040
1900,6,10,142.0,,,1090560
1901,4,5,140.0,,,1075200
1902,4,7,120.0,,,964800
1903,4,9,100.0,,,780000
1904,1,7,67.0,,,498480
1905,1,9,57.0,,,444600
1906,2,6,38.0,38.5615057,68.739065,180000
1907,3,6,108.0,38.5834656,68.7891768,800000
1908,3,15,95.0,38.5507163,68.8305472,570000
1909,3,1,75.0,38.5615057,68.739065,456000
1910,1,11,47.0,,,355320
1911,2,12,60.0,38.5507163,68.8305472,337185
1912,6,5,200.0,,,1536000
1913,4,3,82.0,38.5208346,68.74790775,750000
1914,5,5,140.0,38.5902908,68.73696025314088,1100000
1915,3,8,88.0,38.54670385,68.74736905,700000
1916,3,2,70.0,38.52225355,68.74991793788521,650000
1917,6,7,180.0,,,1447200
1918,6,9,160.0,,,1248000
1919,1,7,45.0,38.58980425,68.78555936331782,240000
1920,2,6,81.0,,,612360
1921,2,8,71.0,,,562320
1922,3,5,60.0,38.5615057,68.739065,370000
1923,2,12,60.0,38.54557415,68.82363701984585,210000
1924,2,10,61.0,,,468480
1925,2,11,52.0,38.5871679,68.7869964,548000
1926,2,12,66.0,38.5834656,68.7891768,340000
1927,6,9,218.0,,,1700400
1928,6,6,198.0,,,1615680
1929,2,8,92.0,38.5853222,68.71890381645422,740000
1930,6,8,178.0,38.5792007,68.8003466,1409760
1931,5,6,136.0,,,1028160
1932,3,15,103.0,38.5834656,68.7891768,680000
1933,5,8,126.0,,,997920
1934,5,10,116.0,,,890880
1935,2,14,76.0,38.5507163,68.8305472,524000
1936,3,5,120.0,,,921600
1937,3,7,100.0,,,804000
1938,1,11,80.0,38.584950250000006,68.76348722496377,520000
1939,3,9,80.0,,,624000
1940,1,13,57.0,38.584950250000006,68.76348722496377,295000
1941,6,9,140.0,,,1092000
1942,1,17,50.0,,,330000
1943,6,5,180.0,38.57662755,68.74833726137513,1382400
1944,1,13,69.0,38.5853222,68.71890381645422,179000
1945,6,7,160.0,38.562076,68.7984058,1286400
1946,4,8,98.0,38.5792007,68.8003466,776160
1947,4,8,118.0,,,962880
1948,4,4,50.0,,,1076400
1949,1,10,46.0,,,353280
1950,2,2,60.0,,,524000
1951,5,2,121.0,,,1182770
1952,1,3,40.0,38.5849938,68.7245146,300000
1953,3,3,63.0,38.54670385,68.74736905,590000
1954,3,12,110.0,,,930000
1955,1,10,46.0,38.5305762,68.7763022,235000
1956,3,8,70.0,,,700000
1957,3,7,106.0,38.6073612,68.76542276524367,360000
1958,1,4,32.0,38.5507163,68.8305472,307000
1959,2,11,48.0,38.5507163,68.8305472,220000
1960,3,9,50.0,,,630000
1961,2,5,58.0,38.5853222,68.71890381645422,420000
1962,2,6,77.0,38.5507163,68.8305472,560000
1963,4,3,65.0,38.5425835,68.81521423589763,600000
1964,4,3,100.0,38.5635832,68.7537962,680000
1965,2,8,50.0,,,383387
1966,1,2,43.0,38.5507163,68.8305472,295000
1967,4,2,50.0,,,627000
1968,2,12,58.0,38.5853222,68.71890381645422,350000
1969,3,5,90.0,38.5575994,68.76368975457416,850000
1970,3,8,89.0,38.5305762,68.7763022,440000
1971,4,4,100.0,38.52399065,68.74912565571961,757000
1972,4,4,80.0,38.5234594,68.74951586109968,682200
1973,2,3,56.0,38.5100357,68.7339248,380000
1974,3,9,125.0,,,1315000
1975,3,4,80.0,38.562076,68.7984058,945000
1976,2,5,50.0,,,450000
1977,3,4,80.0,38.5615057,68.739065,680000
1978,3,2,70.0,38.562076,68.7984058,645000
1979,1,6,66.0,,,498960
1980,1,4,45.0,38.54670385,68.74736905,350000
1981,1,8,56.0,38.5858337,68.793715,443520
1982,2,15,55.0,38.584950250000006,68.76348722496377,700000
1983,1,5,40.0,38.5853222,68.71890381645422,115000
1984,1,4,60.0,,,312000
1985,6,4,198.0,38.5613063,68.79839584999999,1544400
1986,6,6,178.0,,,1452480
1987,2,13,64.0,38.5615057,68.739065,195000
1988,1,6,60.0,38.5871679,68.7869964,376000
1989,6,8,158.0,38.5792007,68.8003466,1251360
1990,3,7,50.0,,,639000
1991,3,6,137.0,,,773000
1992,4,17,123.0,38.5737759,68.8016005,1117200
1993,5,13,145.0,,,917120
1994,3,6,132.0,38.584950250000006,68.76348722496377,899000
1995,3,9,116.0,,,865000
1996,1,5,40.0,38.5425835,68.81521423589763,300000
1997,1,4,64.0,38.5871679,68.7869964,401000
1998,2,7,80.0,38.57662755,68.74833726137513,614400
1999,1,2,28.0,38.5507163,68.8305472,353000
2000,2,7,70.0,,,562800
2001,2,9,60.0,,,468000
2002,2,3,53.0,,,360000
2003,6,7,176.0,,,1415040
2004,1,5,52.0,38.5885533,68.7787884,149000
2005,1,3,50.0,38.554049899999995,68.78854784999999,230000
2006,4,7,130.0,,,940000
2007,3,11,132.0,38.5853222,68.71890381645422,433000
2008,3,9,80.0,38.54557415,68.82363701984585,500000
2009,5,4,102.0,38.58288255,68.7482971,749000
2010,3,4,68.0,38.58569185,68.72512473468157,475000
2011,2,5,58.0,38.5849938,68.7245146,400000
2012,3,7,85.0,,,700000
2013,2,5,70.0,38.55014405,68.76102166353772,405000
2014,2,4,55.0,38.526600200000004,68.74827971106365,380000
2015,2,2,60.0,38.54670385,68.74736905,512000
2016,2,2,73.0,38.5853222,68.71890381645422,572000
2017,4,17,122.0,38.5737759,68.8016005,1113000
2018,2,10,110.0,38.54557415,68.82363701984585,530000
2019,1,8,54.0,38.5853222,68.71890381645422,190000
2020,3,5,160.0,38.58096865,68.79602632635067,1003200
2021,3,5,63.0,38.5615057,68.739065,455000
2022,3,14,113.0,,,773000
2023,1,13,58.0,,,297800
2024,4,5,117.0,38.5871679,68.7869964,1000000
2025,4,9,147.0,,,1938000
2026,6,15,216.0,,,1529280
2027,6,5,196.0,38.5751369,68.7910207,1622880
2028,5,9,115.0,,,897000
2029,1,7,58.0,38.5615057,68.739065,210000
2030,5,5,135.0,38.57662755,68.74833726137513,1036800
2031,5,7,125.0,,,1005000
2032,3,6,118.0,,,920400
2033,3,2,77.0,38.5615057,68.739065,772000
2034,2,1,76.0,38.5615057,68.739065,460000
2035,3,5,83.0,38.5736713,68.7948765,649800
2036,3,8,78.0,38.5792007,68.8003466,617760
2037,6,4,178.0,,,1388400
2038,6,6,158.0,,,1289280
2039,3,10,131.0,,,821000
2040,2,8,71.0,38.5736713,68.7948765,526100
2041,6,8,138.0,38.5792007,68.8003466,1092960
2042,2,8,74.0,38.5858337,68.793715,440000
2043,1,9,40.0,38.5507163,68.8305472,310000
2044,4,15,136.0,,,962880
2045,4,5,116.0,38.5751369,68.7910207,960480
2046,4,7,96.0,,,771840
2047,1,5,65.0,38.57662755,68.74833726137513,499200
2048,1,7,55.0,,,442200
2049,2,16,56.0,38.5829199,68.71853950433649,140000
2050,3,5,80.0,38.5615057,68.739065,650000
2051,2,8,65.0,38.5834656,68.7891768,469000
2052,2,4,56.0,,,390000
2053,3,2,80.0,,,695000
2054,2,8,60.0,38.5615057,68.739065,620000
2055,1,4,35.0,,,364000
2056,1,4,35.0,,,365000
2057,1,9,75.0,,,399999
2058,2,4,70.0,38.5507163,68.8305472,397250
2059,1,11,52.0,38.5507163,68.8305472,267926
2060,1,11,50.0,38.5507163,68.8305472,256000
2061,3,9,80.0,38.4881522,68.7153354,510000
2062,4,5,90.0,38.5112209,68.73803768568288,495000
2063,5,4,180.0,38.584950250000006,68.76348722496377,2260000
2064,2,14,59.0,,,455000
2065,5,5,100.0,38.5615057,68.739065,580000
2066,1,13,70.0,38.5736713,68.7948765,530000
2067,3,5,80.0,38.585271649999996,68.7282739598053,575000
2068,1,7,42.0,38.584950250000006,68.76348722496377,375000
2069,2,5,46.0,38.5507163,68.8305472,290000
2070,2,1,50.0,38.5615057,68.739065,340000
2071,2,2,60.0,38.5615057,68.739065,431000
2072,4,5,142.0,,,1020000
2073,1,1,54.0,,,310000
2074,1,1,50.0,38.5615057,68.739065,287000
2075,3,3,80.0,38.5615057,68.739065,692500
2076,2,13,64.0,38.5853222,68.71890381645422,189000
2077,1,5,41.0,38.5853222,68.71890381645422,128000
2078,3,4,80.0,38.5507163,68.8305472,680000
2079,2,20,64.0,,,115000
2080,1,20,59.0,38.5853222,68.71890381645422,94000
2081,1,20,41.0,38.5853222,68.71890381645422,77000
2082,5,4,120.0,38.5305762,68.7763022,850000
